"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2018,12,126768189,23006739
2018,12,126778369,23006740
2018,12,126768199,23006930
2018,12,126774014,23006932
2018,12,126774059,23006937
2018,12,126774068,23006939
2018,12,126768229,22999522
2018,12,126774101,23011755
2018,11,126768266,22999528
2018,12,126774131,23006945
2018,12,126768280,23011760
2018,12,126778483,23006947
2018,9,126778488,23011762
2018,12,126774152,22999530
2018,12,126768318,22999533
2018,20,126778521,23006953
2018,20,126768317,23006955
2018,20,126774190,23006956
2018,12,126778549,22999535
2018,12,126779070,23011858
2018,12,126779098,23011863
2018,12,126768898,23011866
2018,12,126768927,22999654
2018,12,126779147,22999655
2018,20,126779142,23007046
2018,12,126774664,23011875
2018,12,126774667,22999658
2018,4,126774695,23011877
2018,20,126779180,23007049
2018,12,126779181,23007050
2018,20,126774698,23007052
2018,12,126768972,22999668
2018,12,126774718,22999672
2018,12,126769022,23011888
2018,12,126769072,23011895
2018,12,126777430,23006599
2018,12,126773279,23006783
2018,12,126773506,23006822
2018,12,126767898,23006668
2018,12,126777974,23006849
2018,12,126768172,22999512
2018,12,126773988,23006926
2018,12,126778461,23011756
2018,12,126774629,23011869
2018,12,126779155,22999659
2018,12,126768947,22999663
2018,20,126774689,23007048
2018,12,126779243,22999679
2018,12,126769196,23007091
2018,4,126769250,22999708
2018,12,126774984,22999712
2018,12,126779522,22999716
2018,12,126775055,23007127
2018,20,126769427,23007138
2018,12,126779641,23011958
2018,12,126775140,22999745
2018,12,126769462,22999749
2018,12,126779774,23007163
2018,12,126769585,22999772
2018,20,126775414,23007187
2018,20,126769695,22999795
2018,12,126775557,23012036
2018,12,126780114,22999807
2018,20,126780163,23012052
2018,20,126775628,23007238
2018,20,126780199,22999824
2018,20,126769820,23012068
2018,12,126775692,23007254
2018,12,126780289,23012087
2018,12,126780372,23012103
2018,12,126769911,22999853
2018,12,126780420,23012115
2018,9,126780429,23012120
2018,12,126770027,23007309
2018,12,126767453,22999383
2018,12,126777401,23006766
2018,12,126779059,22999639
2018,9,126768848,23011854
2018,20,126768940,22999661
2018,9,126774727,23007058
2018,18,126768993,23011884
2018,18,126779247,22999680
2018,4,126779539,23011944
2018,18,126775054,22999725
2018,20,126779749,23011981
2018,12,126775247,23007162
2018,12,126779753,23007161
2018,10,126769574,22999765
2018,12,126779785,22999764
2018,12,126775268,23007164
2018,12,126769582,22999770
2018,12,126779810,23011994
2018,12,126780033,23012022
2018,18,126769711,22999799
2018,12,126775563,23012039
2018,20,126775615,23007235
2018,12,126775785,23007275
2018,3,126775791,23007278
2018,3,126780381,23012108
2018,20,126780433,23012121
2018,20,126775868,23007288
2018,12,126780486,23007290
2018,11,126775982,23007310
2018,20,125697284,22755885
2018,20,125689557,22751292
2018,20,125689624,22759973
2018,12,125689952,22760013
2018,20,125694798,22751348
2018,20,125697606,22760020
2018,12,125697621,22751354
2018,12,125697699,22755955
2018,12,125697719,22755958
2018,12,125690279,22760081
2018,18,125695401,22756063
2018,19,125695464,22760203
2018,12,125690981,22756074
2018,12,125698570,22760255
2018,20,125701407,22751508
2018,20,125701514,22760304
2018,12,125695844,22756130
2018,12,125695858,22751537
2018,12,125695865,22751539
2018,12,125701712,22751542
2018,12,125701744,22760363
2018,12,125135727,22625352
2018,12,125140714,22625357
2018,10,126773159,23006762
2018,12,126773165,23006764
2018,12,126777573,23006624
2018,12,126767630,23006800
2018,12,126777733,23006641
2018,12,126777793,23006816
2018,12,126767803,22999450
2018,10,126777846,22999451
2018,12,126777914,22999460
2018,12,126773809,22999488
2018,12,126773884,22999500
2018,12,126778398,23011747
2018,12,126774056,23011749
2018,12,126774196,23006957
2018,12,126774750,23007066
2018,12,126769029,22999677
2018,18,126769029,23011891
2018,12,126779416,23007090
2018,15,126779416,22999701
2018,18,126779517,23011940
2018,18,126775009,23007117
2018,12,126775234,23011977
2018,5,126779777,23011985
2018,10,126769609,22999778
2018,12,126775377,23007179
2018,12,126780001,22999793
2018,18,126780019,23012018
2018,9,126780072,22999801
2018,20,126769789,22999813
2018,12,126780180,23012055
2018,12,126780466,23012126
2018,12,126775898,23007292
2018,12,126769966,23007294
2018,12,126769974,22999869
2018,12,126780535,23007303
2018,12,126773201,23006771
2018,12,126773415,23006810
2018,12,126773456,23006814
2018,12,126773828,23006890
2018,12,126778283,23006905
2018,2,126773912,23006909
2018,12,126774097,22999525
2018,18,126774186,22999534
2018,12,126779299,23011897
2018,20,126779477,23011933
2018,12,126769326,22999720
2018,3,126769406,23007135
2018,20,126769534,23011975
2018,12,126769567,23011983
2018,12,126769659,22999787
2018,18,126780063,23007205
2018,20,126780197,22999823
2018,12,126780210,22999828
2018,20,126775689,23012078
2018,12,126780316,23012092
2018,20,126775769,23007271
2018,20,126775776,23007272
2018,12,126780398,23007281
2018,12,126775805,23007280
2018,12,126780437,23012122
2018,12,126780478,23012128
2018,20,126775937,22999871
2018,20,136628883,25448252
2018,12,136629020,25453465
2018,20,136629202,25453493
2018,20,125135879,22630363
2018,20,125135837,22625371
2018,20,125135842,22620362
2018,12,125135944,22620388
2018,12,125140934,22625397
2018,12,125130991,22625405
2018,18,125131069,22630404
2018,12,125131069,22620433
2018,12,125131111,22630413
2018,12,125141243,22620474
2018,12,125131322,22625468
2018,12,125136360,22620483
2018,10,125131375,22625474
2018,18,125131375,22625475
2018,12,125131591,22625512
2018,12,125136820,22630557
2018,9,125136901,22620575
2018,3,125136901,22620574
2018,20,125136951,22620587
2018,9,125141855,22625590
2018,12,125141895,22620604
2018,12,125141931,22625601
2018,12,125132219,22620618
2018,12,125132281,22630622
2018,20,125142147,22625644
2018,20,125132525,22630682
2018,12,125132567,22620689
2018,12,125142348,22620696
2018,9,125137419,22630701
2018,12,125142408,22625730
2018,20,125142419,22625731
2018,12,125137491,22620710
2018,12,125132703,22630721
2018,19,125142532,22625763
2018,18,125142610,22625780
2018,20,125142708,22630749
2018,12,125137721,22625809
2018,9,125137908,22620770
2018,12,125138375,22620855
2018,20,125135836,22620360
2018,18,125140943,22625399
2018,12,125136069,22625413
2018,12,125131107,22630412
2018,18,125141158,22620456
2018,9,125131313,22625466
2018,12,125136372,22625473
2018,2,125131396,22625481
2018,12,125141316,22620491
2018,18,125131422,22630473
2018,12,125131759,22630524
2018,20,125131772,22630525
2018,12,125136702,22625538
2018,12,125141595,22625543
2018,12,125141757,22625575
2018,20,125136906,22620576
2018,12,125132053,22625578
2018,20,125132071,22620583
2018,12,125141822,22625583
2018,20,125136997,22620599
2018,12,125132253,22630615
2018,20,125132508,22625673
2018,20,125137358,22620683
2018,2,125137401,22625698
2018,12,125142428,22625735
2018,12,125142450,22625743
2018,12,125142598,22625778
2018,2,125132792,22625782
2018,12,125142805,22630762
2018,20,125142886,22625833
2018,12,125697240,22759944
2018,20,125689617,22755899
2018,12,125689895,22760006
2018,12,125697557,22755925
2018,12,125697575,22755928
2018,10,125689946,22760011
2018,12,125689985,22760019
2018,12,125689983,22760018
2018,12,125697628,22755940
2018,12,125690076,22760037
2018,10,125690092,22760040
2018,10,125690093,22755947
2018,12,125690205,22760067
2018,12,125690317,22760087
2018,18,125698348,22760192
2018,12,125691038,22760215
2018,12,125691102,22760231
2018,12,125695643,22751500
2018,3,125695733,22751510
2018,2,125698694,22756119
2018,20,125701487,22760295
2018,20,125698729,22756124
2018,12,126773182,23006593
2018,20,126777547,22999402
2018,20,126773314,23006789
2018,12,126767696,22999431
2018,12,126777898,22999455
2018,20,126777918,23006838
2018,12,126778550,23006959
2018,12,126774644,23011872
2018,12,126774795,23007073
2018,12,126769076,22999684
2018,12,126769132,22999692
2018,9,126779393,23011910
2018,5,126774939,23007097
2018,3,126774939,22999706
2018,2,126779482,23011936
2018,12,126775026,23007122
2018,12,126775126,23007140
2018,12,126769461,23007148
2018,20,126779705,23011970
2018,12,126775407,23007186
2018,3,126775437,22999791
2018,20,126780042,23012025
2018,20,126775602,23007230
2018,12,126780253,23012074
2018,3,126780261,23012081
2018,20,126780269,22999837
2018,6,126769872,23007267
2018,12,126780427,23012119
2018,12,126775903,22999867
2018,12,126775911,23007297
2018,12,126780593,23012155
2018,18,133831203,24711759
2018,12,137798221,25821256
2018,12,137798222,25821257
2018,12,137775421,25827607
2018,12,137798237,25821262
2018,20,137803123,25824335
2018,12,137803140,25824338
2018,12,137803288,25827636
2018,12,133698869,24677425
2018,20,133704095,24674970
2018,12,126777381,23006761
2018,12,126773213,22999390
2018,18,126767514,22999394
2018,12,126767529,23006607
2018,12,126773269,23006611
2018,20,126773289,22999403
2018,20,126777585,22999413
2018,20,126773318,23006791
2018,20,126777592,23006792
2018,12,126767688,23006637
2018,12,126777796,22999445
2018,18,126773498,23006821
2018,12,126773655,23006856
2018,12,126773774,23006876
2018,12,126768079,22999496
2018,12,126768110,22999503
2018,18,126778389,23006745
2018,12,126774094,23011754
2018,12,126774174,23006952
2018,3,126774178,23006954
2018,12,126768870,23011861
2018,12,126779102,23011865
2018,9,126768917,22999651
2018,12,126779218,23007061
2018,12,126779231,23011886
2018,12,126779240,23011889
2018,20,126774856,23007083
2018,12,126774897,23011915
2018,20,126779443,23011925
2018,12,126774993,22999714
2018,4,126779519,23007114
2018,5,126779519,23011941
2018,12,126779534,23011943
2018,12,126775113,23007137
2018,20,126769421,23011954
2018,12,126779661,23007152
2018,20,126779745,23011980
2018,2,126775354,23007176
2018,12,126779983,23012013
2018,20,126780029,23012020
2018,20,126769712,23012023
2018,12,126780053,23007204
2018,12,126780128,23007221
2018,12,126780134,23012041
2018,9,126780136,23012042
2018,20,126769799,23007234
2018,20,126775648,23012066
2018,12,126780252,23007251
2018,20,126780255,23012076
2018,9,126780305,23012090
2018,9,126780306,23012091
2018,12,126775901,23007293
2018,12,126773170,22999381
2018,10,126773287,23006620
2018,20,126773302,22999406
2018,12,126773340,22999418
2018,9,126773394,23006807
2018,20,126773664,23006859
2018,12,126773686,22999477
2018,12,126773954,23006921
2018,20,126778410,23011748
2018,12,126778411,23011750
2018,12,126768226,22999521
2018,12,126774072,23006940
2018,12,126778492,23011763
2018,12,126779063,22999640
2018,3,126779230,23011885
2018,12,126774758,23011890
2018,10,126779280,23011894
2018,20,126769102,22999687
2018,12,126779328,23007079
2018,12,126774830,22999690
2018,12,126769142,23007084
2018,12,126774901,23011917
2018,12,126779592,22999734
2018,12,126769426,22999741
2018,12,126769441,23011959
2018,18,126769444,22999744
2018,12,126769467,23007151
2018,12,126775196,23011969
2018,18,126779723,23011976
2018,12,126779977,23012012
2018,18,126780032,23007201
2018,12,126775488,23007202
2018,20,126775501,23007203
2018,12,126780066,23007206
2018,20,126775534,23007212
2018,18,126780124,23012040
2018,20,126775608,22999817
2018,3,126780185,22999822
2018,12,126775674,22999836
2018,18,126780367,23012101
2018,20,126775862,23007287
2018,10,126775882,23012131
2018,20,126775981,22999877
2018,12,133831147,24716749
2018,12,136627699,25453235
2018,12,131246601,24076511
2018,12,131246608,24076515
2018,2,131242228,24080997
2018,12,131242406,24076548
2018,12,131246819,24076551
2018,12,131242413,24081030
2018,12,131246821,24081029
2018,12,126773162,23006763
2018,20,126777507,23006782
2018,12,126773290,23006784
2018,12,126767603,22999410
2018,12,126773376,22999425
2018,18,126767756,23006647
2018,20,126777875,23006656
2018,12,126773817,23006708
2018,12,126773961,23006924
2018,20,126768288,22999529
2018,18,126779128,23011870
2018,12,126774823,23011903
2018,12,126774912,23011920
2018,12,126779501,23011939
2018,20,126775007,23007116
2018,2,126769321,23007121
2018,20,126775080,23007132
2018,9,126775149,23007147
2018,12,126769646,22999784
2018,18,126780015,23012016
2018,20,126769703,22999797
2018,20,126769736,23007207
2018,12,126780102,23007217
2018,12,126775604,23007231
2018,20,126769821,22999829
2018,20,126780221,23012069
2018,20,126775664,23007246
2018,20,126780240,23012072
2018,20,125142234,22630672
2018,20,125142252,22630678
2018,20,125137334,22620680
2018,12,125697248,22751284
2018,12,125697427,22755906
2018,12,125698465,22756085
2018,12,125695621,22760252
2018,12,125689748,22759991
2018,12,125694730,22751337
2018,12,125690014,22760022
2018,6,125698493,22760225
2018,18,125701266,22760260
2018,9,125701321,22760272
2018,20,125701559,22751528
2018,12,125695825,22760329
2018,9,125701598,22760330
2018,3,125701609,22760334
2018,12,125701668,22756134
2018,12,125698809,22756137
2018,2,125695895,22756142
2018,12,125697246,22751283
2018,20,125697281,22755884
2018,18,125694831,22751360
2018,12,125697677,22755950
2018,12,125698277,22760182
2018,12,125690933,22760198
2018,12,125695478,22751477
2018,9,125691015,22756080
2018,20,125695711,22760277
2018,12,125695719,22760279
2018,12,125698675,22756112
2018,12,125701444,22751512
2018,12,125701478,22751517
2018,20,125701540,22760313
2018,12,125701706,22760355
2018,12,125695897,22756143
2018,12,125701795,22760371
2018,12,125689493,22755880
2018,12,125694615,22759988
2018,12,125694627,22751317
2018,12,125697463,22751326
2018,12,125689864,22751332
2018,9,125689908,22751338
2018,20,125697608,22755934
2018,12,125690020,22760024
2018,12,125697627,22755939
2018,12,125697716,22755957
2018,2,125690231,22760070
2018,2,125690233,22760071
2018,12,125691016,22760211
2018,12,125698475,22760220
2018,18,125695660,22760264
2018,2,125695729,22760285
2018,12,125695747,22751511
2018,20,125701473,22751516
2018,12,125701517,22760305
2018,20,125701633,22760343
2018,20,125695862,22756133
2018,12,125698799,22756135
2018,12,125695911,22751547
2018,12,125140693,22625347
2018,20,125130840,22625386
2018,10,125135952,22620390
2018,20,125131042,22620426
2018,12,125131041,22620425
2018,12,125131088,22630411
2018,12,125136151,22620443
2018,5,125136170,22630417
2018,3,125136170,22625424
2018,2,125131134,22630418
2018,12,125141306,22625476
2018,12,125136411,22620495
2018,10,125136429,22625486
2018,12,125131542,22625504
2018,12,125136562,22620525
2018,12,125136574,22630502
2018,12,125136621,22620536
2018,12,125131704,22620538
2018,12,125131798,22625539
2018,3,125131834,22630538
2018,18,125141609,22620552
2018,20,125136804,22630552
2018,12,125141790,22620580
2018,12,125132181,22630595
2018,12,125141930,22620609
2018,12,125137025,22620608
2018,12,125137056,22620615
2018,3,125132261,22620629
2018,12,125132369,22620645
2018,20,125137243,22620657
2018,9,125137260,22620661
2018,20,125142162,22620660
2018,12,125137617,22620732
2018,12,125142777,22625817
2018,12,125132948,22630767
2018,4,133703844,24674921
2018,12,125689543,22759958
2018,12,125694540,22751302
2018,12,125697519,22755919
2018,12,125689919,22751339
2018,12,125690178,22755956
2018,12,125690248,22760072
2018,12,125697762,22760083
2018,20,125694971,22751382
2018,12,125690861,22760186
2018,14,125698385,22756073
2018,12,125695568,22751490
2018,12,125698546,22756096
2018,12,125695758,22760291
2018,12,125689451,22751281
2018,19,125694479,22755887
2018,9,125694636,22751324
2018,12,125697456,22755913
2018,12,125694718,22751336
2018,12,125689907,22755924
2018,12,125697789,22755972
2018,20,125690834,22760180
2018,20,125690921,22760195
2018,2,125695531,22760219
2018,12,125695644,22751501
2018,12,125701555,22760319
2018,12,125695815,22760324
2018,12,125701587,22751533
2018,12,125695831,22760331
2018,18,136625097,25458507
2018,20,125689574,22759961
2018,20,125697335,22755896
2018,12,125697454,22755912
2018,12,125697464,22759995
2018,12,125694692,22751331
2018,12,125689857,22755920
2018,12,125689868,22751335
2018,12,125695400,22760185
2018,12,125695406,22760188
2018,20,125695451,22756072
2018,20,125695515,22751481
2018,2,125695539,22751486
2018,12,125701307,22760268
2018,20,125701341,22756108
2018,12,125695750,22760288
2018,20,125701550,22760316
2018,12,125701638,22760344
2018,12,125695882,22756138
2018,10,125698850,22756151
2018,12,126773150,23006760
2018,12,126773197,23006770
2018,10,126773196,23006769
2018,9,126773204,23006772
2018,20,126767556,22999399
2018,20,126773332,23006627
2018,19,126777683,23006632
2018,12,126777699,23006635
2018,12,126773437,23006811
2018,12,128842815,23484302
2018,12,128842930,23484324
2018,12,128843125,23484360
2018,2,128843229,23484375
2018,2,128843231,23469059
2018,12,128843796,23469117
2018,12,128836698,23484137
2018,12,128836709,23468917
2018,20,125697297,22759954
2018,20,125697305,22755889
2018,20,125689599,22759967
2018,12,125689723,22751315
2018,12,125694630,22759993
2018,12,125691011,22760210
2018,12,125701161,22760239
2018,20,125695718,22756109
2018,12,125689793,22755915
2018,12,125689966,22755931
2018,20,125694970,22755970
2018,12,125698274,22756057
2018,12,125698286,22756060
2018,12,125698453,22751482
2018,12,125695659,22760263
2018,20,125695788,22751519
2018,20,125701571,22751531
2018,3,125695820,22751532
2018,12,125701614,22760335
2018,12,125698839,22756146
2018,12,125694444,22755874
2018,18,125694444,22755875
2018,12,125689464,22759948
2018,20,125697274,22755881
2018,20,125689522,22751290
2018,20,125689530,22759952
2018,20,125689529,22759951
2018,12,125689602,22759969
2018,20,125689808,22751329
2018,12,125689815,22759999
2018,12,125689865,22751333
2018,12,125689886,22760004
2018,20,125694819,22755936
2018,12,125690161,22760056
2018,12,125694916,22760058
2018,11,125697761,22760082
2018,9,125690918,22760194
2018,20,125698359,22751473
2018,9,125698418,22760209
2018,12,125698433,22760214
2018,20,125691096,22760228
2018,20,125695593,22760241
2018,2,125695606,22760243
2018,20,125701194,22756098
2018,20,125695607,22760245
2018,20,125695732,22751509
2018,20,125701494,22760298
2018,12,125698725,22756123
2018,20,125701501,22760301
2018,20,125701530,22751520
2018,11,125701583,22760327
2018,12,125698831,22756145
2018,12,125701758,22760365
2018,12,125695922,22751549
2018,12,126767500,22999391
2018,12,126773407,23006809
2018,12,126777742,22999437
2018,12,126777767,22999442
2018,9,126777932,23006664
2018,12,126778096,23006695
2018,12,126778113,23006699
2018,12,126774031,23006934
2018,19,126774118,23006942
2018,20,126768311,23011766
2018,12,126768846,23007039
2018,12,126774701,23007053
2018,12,126769013,23007065
2018,11,126779238,23011887
2018,12,126774882,23007088
2018,12,126774880,23007087
2018,20,126779410,23011916
2018,12,126775292,23011995
2018,2,126775475,23007200
2018,12,126780104,22999806
2018,20,126769796,22999816
2018,20,126780179,23007236
2018,20,126769816,23012065
2018,20,126769847,22999840
2018,12,126769856,23007265
2018,12,126775738,22999842
2018,12,126769866,22999844
2018,12,126769878,23007270
2018,12,126780348,23012098
2018,12,126780371,23007274
2018,20,126775787,23007277
2018,12,126775798,22999849
2018,12,126775852,23012123
2018,18,126775887,22999862
2018,12,126780501,23012137
2018,12,126780595,23012156
2018,12,125140700,22625351
2018,12,125130708,22620348
2018,12,125130703,22630349
2018,20,125135864,22620370
2018,12,125140830,22630360
2018,12,125135976,22620397
2018,12,125140995,22620408
2018,12,125136042,22625407
2018,10,125141005,22620414
2018,12,125131015,22625410
2018,18,125141061,22630409
2018,9,125136119,22620437
2018,12,125141083,22625423
2018,3,125136228,22630430
2018,12,125131291,22630456
2018,12,125131302,22630459
2018,12,125131381,22625479
2018,12,125131447,22625482
2018,2,125141367,22620501
2018,12,125131534,22630485
2018,12,125136546,22625515
2018,10,125136571,22625519
2018,20,125131710,22630512
2018,12,125141536,22620541
2018,12,125136678,22630520
2018,12,125131773,22620546
2018,12,125136740,22620553
2018,12,125141614,22625548
2018,2,125131859,22630543
2018,20,125141767,22630571
2018,20,125132143,22625592
2018,12,125132225,22630606
2018,12,125137096,22620625
2018,20,125141952,22625610
2018,12,125132265,22630617
2018,12,125141965,22625612
2018,12,125142077,22625631
2018,12,125142117,22625638
2018,12,125132427,22625643
2018,12,125142176,22625652
2018,12,125142215,22625665
2018,2,125137308,22620674
2018,20,125137315,22625670
2018,20,125132576,22625695
2018,20,125132587,22625701
2018,12,125142363,22625710
2018,20,125137428,22620699
2018,12,125137454,22625729
2018,12,125137473,22625734
2018,12,125132671,22630711
2018,12,125132701,22630720
2018,12,125142524,22625761
2018,12,125132826,22625794
2018,10,125142727,22625807
2018,12,125137751,22620752
2018,12,125142865,22620757
2018,12,125132968,22625829
2018,12,125137813,22625834
2018,19,125142906,22625836
2018,18,125133027,22620763
2018,12,125137846,22620764
2018,12,125142967,22625848
2018,12,125133092,22630793
2018,12,125133104,22620772
2018,12,125133115,22620774
2018,12,125694440,22751280
2018,12,125694457,22755877
2018,11,125689622,22755901
2018,12,125689757,22751319
2018,12,125694903,22760054
2018,20,125697758,22755968
2018,20,125698279,22756058
2018,20,125698291,22756061
2018,20,125691090,22760223
2018,12,125695587,22760236
2018,12,125701459,22760289
2018,12,125701492,22756121
2018,20,125701493,22760297
2018,12,125698751,22756127
2018,12,125695813,22756128
2018,20,125698781,22756129
2018,12,125695861,22751538
2018,12,125695866,22760349
2018,2,125695931,22751553
2018,12,126773529,23006823
2018,20,126777899,23006830
2018,12,126767894,23006846
2018,9,126773810,23006707
2018,12,126773821,23006709
2018,12,126778186,23006710
2018,12,126773901,23006724
2018,12,126778304,23006734
2018,12,126778330,23006922
2018,12,126774021,23006933
2018,12,126778418,23011751
2018,12,126774090,23011752
2018,12,126778497,23011764
2018,12,126778496,22999532
2018,12,126778544,23011768
2018,12,126779049,22999636
2018,12,126779303,23011901
2018,9,126774944,23007098
2018,12,126775127,23011956
2018,12,126779877,23007175
2018,12,126769644,23007181
2018,20,126769728,23012029
2018,20,126775520,23007208
2018,20,126769777,22999809
2018,20,126769791,22999815
2018,20,126780191,23012058
2018,12,126775745,23012094
2018,12,126775764,23007269
2018,12,126780507,23012139
2018,12,125138357,22620853
2018,12,125140964,22630388
2018,12,125141232,22625458
2018,12,125141274,22620480
2018,18,125136373,22620487
2018,12,125136402,22630472
2018,9,125131536,22620511
2018,19,125136626,22625527
2018,12,125131758,22630522
2018,12,125131953,22625558
2018,20,125136920,22620582
2018,20,125136984,22620597
2018,20,125141920,22625599
2018,12,125132302,22630629
2018,12,125132466,22625653
2018,12,125142187,22625654
2018,12,125132510,22625675
2018,12,125132522,22625682
2018,12,125137410,22625707
2018,12,125142432,22625737
2018,12,125142453,22625746
2018,12,125142497,22625755
2018,12,125132725,22630726
2018,12,125137591,22620723
2018,9,125132795,22630738
2018,9,125132796,22630739
2018,12,125142767,22630758
2018,12,125133544,22625965
2018,12,128843177,23484367
2018,12,128837513,23469062
2018,12,128843267,23484378
2018,12,128837522,23469064
2018,20,128843372,23484396
2018,20,128843376,23484398
2018,12,128843642,23484445
2018,12,128843649,23484449
